ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,NBHD
R72 11406 0028,13780,42550,56330,10130,25660,35790,52000HIL
R72 11406 0029,9870,7370,17240,9600,14050,23650,C7000000
R72 11406 0030,3290,0,3290,3200,0,3200,C7000000
R72 11406 0031,9870,52690,62560,9600,26500,36100,C7000000
R72 11406 0032,13370,35090,48460,9790,25410,35200,52000HIL
R72 11406 0033,13350,48980,62330,9750,31740,41490,52000HIL
R72 11406 0034,13350,28880,42230,9790,45200,54990,52000HIL
R72 11406 0035,12600,33030,45630,9120,17770,26890,52000HIL
R72 11406 0036,11990,34380,46370,8600,33560,42160,52000HIL
R72 11406 0038,39480,112810,152290,6630,0,6630,C7000000
R72 11406 0039,16450,61720,78170,16000,54780,70780,C7000000
R72 11406 0040,13160,5500,18660,12800,43840,56640,C7000000
R72 11406 0042,15370,36690,52060,12030,0,12030,52000HIL
R72 11406 0043,15770,35720,51490,12780,27020,39800,52000HIL
R72 11406 0044,16030,21580,37610,13250,8290,21540,52000HIL
R72 11406 0045,16450,29310,45760,16000,26490,42490,C7000000
R72 11406 0046,16450,61720,78170,16000,32690,48690,C7000000
R72 11406 0048,10870,2260,13130,8780,1920,10700,51000HIL
R72 11406 0049,3290,0,3290,3200,0,3200,C7000000
R72 11407 0001,11630,46040,57670,8270,30460,38730,52000HIL
R72 11407 0002,14820,47250,62070,11030,28410,39440,52000HIL
R72 11407 0003,14720,45340,60060,10900,38790,49690,52000HIL
R72 11407 0004,14990,59650,74640,11340,30260,41600,52000HIL
R72 11407 0005,14980,50620,65600,11260,36720,47980,52000HIL
R72 11407 0006,16410,71690,88100,12360,43600,55960,52000HIL
R72 11407 0008,13160,54310,67470,12800,40310,53110,C7000000
R72 11407 0010,13080,53830,66910,9510,34970,44480,52000HIL
R72 11407 0011,13330,52980,66310,9340,35510,44850,52000HIL
R72 11407 0012,13810,51630,65440,9740,26460,36200,52000HIL
R72 11407 0013,14950,51840,66790,11170,28090,39260,52000HIL
R72 11407 0014,14640,49220,63860,11870,25870,37740,52000HIL
R72 11407 0015,15250,10570,25820,12430,5410,17840,52000HIL
R72 11407 0017,12250,59150,71400,8800,23900,32700,52000HIL
R72 11407 0018,11630,46550,58180,8270,26420,34690,52000HIL
R72 11407 0019,11740,51430,63170,8350,77090,85440,52000HIL
R72 11407 0020,14340,50400,64740,10330,23040,33370,52000HIL
R72 11407 0021,11750,49140,60890,8390,31950,40340,52000HIL
R72 11407 0022,11750,46940,58690,8390,22140,30530,52000HIL
R72 11407 0032,2400,0,2400,2400,0,2400,52000HIL
R72 11408 0001,10800,24600,35400,8690,20990,29680,51000HIL
R72 11408 0002,10800,8330,19130,8690,3950,12640,51000HIL
R72 11408 0003,10800,28990,39790,8690,19800,28490,51000HIL
R72 11408 0004,10800,29710,40510,8690,42670,51360,51000HIL
R72 11408 0005,10930,27660,38590,8600,42810,51410,51000HIL
R72 11408 0006,4130,22650,26780,3370,19160,22530,51000HIL
R72 11408 0007,19740,78610,98350,19200,0,19200,C7000000
R72 11408 0008,12710,28430,41140,10490,27400,37890,51000HIL
R72 11408 0009,12710,27260,39970,10490,36130,46620,51000HIL
R72 11408 0010,12710,35380,48090,10490,40710,51200,51000HIL
R72 11408 0011,12710,27040,39750,10490,38870,49360,51000HIL
R72 11408 0012,12710,37510,50220,10490,40620,51110,51000HIL
R72 11408 0013,12710,29140,41850,10490,39170,49660,51000HIL
R72 11408 0014,11360,39360,50720,9150,39650,48800,51000HIL
R72 11408 0015,12750,34560,47310,10230,30240,40470,51000HIL
R72 11408 0016,13390,42540,55930,14840,31610,46450,52000HIL
R72 11408 0017,13610,43770,57380,9760,43030,52790,52000HIL
R72 11408 0020,12000,51440,63440,12000,14500,26500,52000HIL
R72 11408 0021,14130,48690,62820,10540,17190,27730,52000HIL
R72 11408 0022,14130,45600,59730,10620,38480,49100,52000HIL
R72 11408 0023,14130,50090,64220,10580,25110,35690,52000HIL
R72 11408 0024,14000,45790,59790,10410,33630,44040,52000HIL
R72 11408 0025,13750,44810,58560,10200,24860,35060,52000HIL
R72 11408 0026,15530,42090,57620,11670,47920,59590,52000HIL
R72 11408 0027,13650,31260,44910,10020,45750,55770,52000HIL
R72 11408 0028,31500,28500,60000,28800,61820,90620,C7000000
R72 11408 0030,14630,35930,50560,10440,66690,77130,52000HIL
R72 11408 0031,15640,62320,77960,11090,31610,42700,52000HIL
R72 11408 0032,13050,28590,41640,9280,39510,48790,52000HIL
R72 11408 0033,14570,52550,67120,10800,39040,49840,52000HIL
R72 11408 0034,14750,47850,62600,11540,21120,32660,52000HIL
R72 11408 0035,14750,52960,67710,11670,26070,37740,52000HIL
R72 11408 0036,14380,45310,59690,10910,7400,18310,52000HIL
R72 11408 0037,17120,34290,51410,12960,20520,33480,52000HIL
R72 11408 0039,22220,39680,61900,15600,41020,56620,52000HIL
R72 11409 0001,5400,4620,10020,4340,6840,11180,51000HIL
R72 11409 0002,9200,22740,31940,7340,32480,39820,51000HIL
R72 11409 0003,10130,28380,38510,8100,21720,29820,51000HIL
R72 11409 0004,10260,22490,32750,8220,3360,11580,51000HIL
R72 11409 0005,12290,20070,32360,9980,59000,68980,51000HIL
R72 11409 0006,4770,4050,8820,11160,12680,23840,51000HIL
R72 11409 0008,10530,40690,51220,8450,44230,52680,51000HIL
R72 11409 0009,10260,44320,54580,8220,46370,54590,51000HIL
R72 11409 0010,13160,62950,76110,12800,0,12800,C7000000
R72 11409 0012,11100,25870,36970,9060,14050,23110,51000HIL
R72 11409 0014,5200,0,5200,3800,0,3800,51000HIL
R72 11409 0015,10080,26780,36860,8070,17720,25790,51000HIL
R72 11409 0016,4610,17630,22240,4410,18200,22610,C7000000
R72 11409 0017,2670,29040,31710,2560,0,2560,C7000000
R72 11409 0018,7900,33950,41850,6300,40690,46990,51000HIL
R72 11409 0019,10800,23670,34470,4370,0,4370,51000HIL
R72 11409 0020,5400,0,5400,3930,0,3930,51000HIL
R72 11409 0021,10670,27760,38430,8570,20610,29180,51000HIL
R72 11409 0022,10530,23420,33950,8450,37350,45800,51000HIL
R72 11409 0023,11070,22110,33180,8920,36350,45270,51000HIL
R72 11409 0025,10800,40250,51050,7680,16490,24170,52000HIL
R72 11409 0026,10800,39130,49930,7680,32920,40600,52000HIL
R72 11409 0027,10800,44220,55020,7680,26360,34040,52000HIL
R72 11409 0028,10800,15090,25890,7680,14340,22020,52000HIL
R72 11409 0029,10800,20180,30980,7680,3130,10810,52000HIL
R72 11409 0030,10800,40640,51440,7680,37140,44820,52000HIL
R72 11409 0031,10800,38160,48960,7680,24670,32350,52000HIL
R72 11409 0032,5400,0,5400,3480,0,3480,52000HIL
R72 11409 0033,14210,50510,64720,10300,35450,45750,52000HIL
R72 11409 0034,13840,41870,55710,10120,33170,43290,52000HIL
R72 11409 0035,10910,42110,53020,7750,18010,25760,52000HIL
R72 11409 0036,10910,43590,54500,7750,22550,30300,52000HIL
R72 11409 0037,10910,39320,50230,7750,1240,8990,52000HIL
R72 11409 0038,10910,32270,43180,7750,39410,47160,52000HIL
R72 11409 0039,10910,36800,47710,7750,29590,37340,52000HIL
R72 11409 0040,10910,36300,47210,7750,30670,38420,52000HIL
R72 11409 0041,11870,28710,40580,12750,27250,40000,52000HIL
R72 11409 0043,16020,43800,59820,11610,26370,37980,52000HIL
R72 11409 0044,10940,15640,26580,7750,18500,26250,52000HIL
R72 11409 0045,11700,41530,53230,8350,21410,29760,52000HIL
R72 11409 0046,11700,21760,33460,8350,22240,30590,52000HIL
R72 11409 0047,11700,33480,45180,8350,38280,46630,52000HIL
R72 11409 0048,11700,28180,39880,8350,12920,21270,52000HIL
R72 11409 0049,11700,38310,50010,8350,21560,29910,52000HIL
R72 11409 0050,11700,37890,49590,8350,10470,18820,52000HIL
R72 11409 0051,13160,5840,19000,12800,81100,93900,C7000000
R72 11409 0052,13160,50300,63460,12800,46140,58940,C7000000
R72 11409 0053,13910,35740,49650,10220,66150,76370,52000HIL
R72 11409 0054,6750,0,6750,4460,0,4460,52000HIL
R72 11409 0055,12150,20920,33070,8690,2290,10980,52000HIL
R72 11409 0056,12150,13800,25950,8690,10710,19400,52000HIL
R72 11409 0057,12150,34570,46720,4370,0,4370,52000HIL
R72 11409 0058,12290,5320,17610,8810,1990,10800,52000HIL
R72 11409 0059,13160,53290,66450,16000,58970,74970,C7000000
R72 11409 0060,12940,23880,36820,9530,0,9530,52000HIL
R72 11409 0061,13160,27520,40680,4970,0,4970,52000HIL
R72 11409 0062,13160,37650,50810,12800,13550,26350,C7000000
R72 11409 0064,3230,0,3230,2200,0,2200,52000HIL
R72 11409 0066,13160,70230,83390,12800,0,12800,C7000000
R72 11410 0001,13750,39170,52920,10200,22390,32590,52000HIL
R72 11410 0002,14130,46190,60320,10580,25080,35660,52000HIL
R72 11410 0003,14250,33790,48040,10790,28030,38820,52000HIL
R72 11410 0004,11880,49890,61770,8480,37180,45660,52000HIL
R72 11410 0005,14500,59200,73700,11080,35430,46510,52000HIL
R72 11410 0006,14750,51830,66580,11460,14740,26200,52000HIL
R72 11410 0007,14630,70300,84930,11330,51600,62930,52000HIL
R72 11410 0008,14630,44350,58980,11420,30030,41450,52000HIL
R72 11410 0009,14750,54560,69310,11460,41760,53220,52000HIL
R72 11410 0010,14750,43990,58740,11500,27780,39280,52000HIL
R72 11410 0011,14750,54860,69610,11540,32670,44210,52000HIL
R72 11410 0012,14750,50970,65720,11540,40070,51610,52000HIL
R72 11410 0013,5520,0,5520,3520,0,3520,52000HIL
R72 11410 0014,12680,47980,60660,9290,32780,42070,52000HIL
R72 11410 0015,17600,46480,64080,13620,30360,43980,52000HIL
R72 11410 0016,13630,34090,47720,9950,20270,30220,52000HIL
R72 11410 0017,13380,50960,64340,9780,31090,40870,52000HIL
R72 11410 0018,13250,54040,67290,9700,43540,53240,52000HIL
R72 11410 0019,16560,65560,82120,12490,48240,60730,52000HIL
R72 11410 0020,16720,50050,66770,12680,41980,54660,52000HIL
R72 11410 0022,14990,64060,79050,11190,58230,69420,52000HIL
R72 11410 0024,13890,49260,63150,10230,37070,47300,52000HIL
R72 11410 0028,4420,3180,7600,3070,4150,7220,52000HIL
R72 11410 0029,18900,62340,81240,14490,38870,53360,52000HIL
R72 11410 0031,13130,59610,72740,9480,46390,55870,52000HIL
R72 11410 0033,12970,53140,66110,9390,43360,52750,52000HIL
R72 11410 0035,13380,20980,34360,9430,38780,48210,52000HIL
R72 11410 0037,1970,0,1970,440,0,440,52000HIL
R72 11410 0038,14850,50000,64850,10990,33510,44500,52000HIL
R72 11410 0039,13500,25720,39220,9820,15770,25590,52000HIL
R72 11410 0040,13500,57290,70790,9860,54320,64180,52000HIL
R72 11410 0041,13630,57880,71510,9990,40820,50810,52000HIL
R72 11410 0042,13750,52260,66010,10120,34370,44490,52000HIL
R72 11410 0043,13750,69330,83080,10160,34630,44790,52000HIL
R72 11410 0044,13880,57710,71590,10330,32820,43150,52000HIL
R72 11410 0045,13980,48220,62200,10400,30470,40870,52000HIL
R72 11410 0048,2590,0,2590,490,0,490,52000HIL
R72 11501 0001,4320,2140,6460,4370,2770,7140,C7000000
R72 11501 0002,13160,50300,63460,12800,38200,51000,C7000000
R72 11501 0003,13160,13990,27150,12800,43840,56640,C7000000
R72 11501 0004,10500,55770,66270,8420,24550,32970,51000FRV
R72 11501 0005,10500,27530,38030,8420,26030,34450,51000FRV
R72 11501 0006,10500,28580,39080,8420,14760,23180,51000FRV
R72 11501 0007,10500,19480,29980,8420,31920,40340,51000FRV
R72 11501 0008,10500,31260,41760,8420,30910,39330,51000FRV
R72 11501 0009,10500,25330,35830,8420,26460,34880,51000FRV
R72 11501 0010,10500,33500,44000,8420,24550,32970,51000FRV
R72 11501 0011,10500,25000,35500,8420,15750,24170,51000FRV
R72 11501 0012,10500,29070,39570,3810,0,3810,51000FRV
R72 11501 0013,13160,46700,59860,9600,14500,24100,C7000000
R72 11501 0014,10500,37880,48380,8420,38510,46930,51000FRV
R72 11501 0015,10500,37710,48210,4230,0,4230,51000FRV
R72 11501 0016,10500,24020,34520,8420,28600,37020,51000FRV
R72 11501 0017,15750,28860,44610,12850,33210,46060,51000FRV
R72 11501 0018,10500,29750,40250,8420,4960,13380,51000FRV
R72 11501 0019,10500,35020,45520,4230,0,4230,51000FRV
R72 11501 0020,13160,50300,63460,12800,45530,58330,C7000000
R72 11501 0021,4200,0,4200,3390,0,3390,51000FRV
R72 11501 0022,10500,36600,47100,8420,21000,29420,51000FRV
R72 11501 0023,10500,31420,41920,8420,38600,47020,51000FRV
R72 11501 0024,10500,31850,42350,8420,16450,24870,51000FRV
R72 11501 0025,6120,26580,32700,8420,28700,37120,51000FRV
R72 11501 0026,10500,24210,34710,8420,16370,24790,51000FRV
R72 11501 0027,10500,16070,26570,8420,14560,22980,51000FRV
R72 11501 0028,10500,27290,37790,8420,2160,10580,51000FRV
R72 11501 0029,10500,33460,43960,8420,21570,29990,51000FRV
R72 11501 0030,10500,22370,32870,8420,2020,10440,51000FRV
R72 11501 0031,5250,0,5250,3810,0,3810,51000FRV
R72 11501 0032,10500,31640,42140,8420,22110,30530,51000FRV
R72 11501 0033,11030,31450,42480,8860,38160,47020,51000FRV
R72 11501 0034,11370,112050,123420,11490,100240,111730,C7000000
R72 11501 0035,8590,32210,40800,6900,20030,26930,51000FRV
R72 11501 0036,7770,24340,32110,6240,16470,22710,51000FRV
R72 11501 0037,11300,26910,38210,9260,6520,15780,51000FRV
R72 11501 0038,13160,50300,63460,12800,47740,60540,C7000000
R72 11501 0039,11300,30200,41500,9260,30550,39810,51000FRV
R72 11501 0040,11000,33790,44790,8780,22580,31360,51000FRV
R72 11501 0041,12500,26910,39410,9980,27230,37210,51000FRV
R72 11501 0043,11250,23170,34420,8980,23390,32370,51000FRV
R72 11501 0047,10500,34840,45340,8420,38710,47130,51000FRV
R72 11501 0048,10500,27170,37670,8420,29790,38210,51000FRV
R72 11501 0049,10500,37630,48130,4230,0,4230,51000FRV
R72 11501 0050,10500,26610,37110,8420,18600,27020,51000FRV
R72 11501 0051,10500,26350,36850,8420,20960,29380,51000FRV
R72 11501 0052,10500,29860,40360,8420,4510,12930,51000FRV
R72 11501 0053,10500,41690,52190,4230,0,4230,51000FRV
R72 11501 0054,10500,35200,45700,3810,0,3810,51000FRV
R72 11501 0055,5250,0,5250,3810,0,3810,51000FRV
R72 11501 0056,15750,22140,37890,12850,24550,37400,51000FRV
R72 11501 0058,5250,0,5250,3810,0,3810,51000FRV
R72 11501 0059,10500,37540,48040,8420,28120,36540,51000FRV
R72 11501 0060,6120,26580,32700,8420,28270,36690,51000FRV
R72 11501 0061,11810,0,11810,8410,0,8410,52000FRV
R72 11501 0062,11810,0,11810,8410,0,8410,52000FRV
R72 11501 0063,10500,30480,40980,8420,38570,46990,51000FRV
R72 11501 0064,10500,40980,51480,8420,38930,47350,51000FRV
R72 11501 0065,10500,39490,49990,8420,6930,15350,51000FRV
R72 11501 0066,13160,83290,96450,12800,67850,80650,C7000000
R72 11501 0067,11040,21960,33000,8420,28780,37200,51000FRV
R72 11501 0068,10500,38350,48850,8420,30640,39060,51000FRV
R72 11501 0069,10500,24490,34990,8420,42490,50910,51000FRV
R72 11501 0070,11040,21960,33000,8420,28780,37200,51000FRV
R72 11501 0071,10500,33120,43620,8420,37970,46390,51000FRV
R72 11501 0072,10500,21580,32080,8420,3820,12240,51000FRV
R72 11501 0073,10500,14990,25490,8420,54760,63180,51000FRV
R72 11501 0074,10500,24230,34730,8420,26260,34680,51000FRV
R72 11501 0077,14160,81840,96000,14310,55170,69480,C7000000
R72 11502 0001,9780,28330,38110,7850,39220,47070,51000FRV
R72 11502 0002,9600,28220,37820,7680,29860,37540,51000FRV
R72 11502 0003,5220,0,5220,3750,0,3750,51000FRV
R72 11502 0006,16270,29200,45470,17990,26640,44630,51000FRV
R72 11502 0007,16140,27370,43510,12930,5240,18170,51000FRV
R72 11502 0008,9480,36840,46320,7590,0,7590,51000FRV
R72 11502 0011,9880,31670,41550,7880,26490,34370,51000FRV
R72 11502 0014,10500,20780,31280,8380,13380,21760,51000FRV
R72 11502 0017,10000,27230,37230,7980,31790,39770,51000FRV
R72 11502 0023,7900,37530,45430,3280,0,3280,51000FRV
R72 11502 0025,9880,28440,38320,3980,0,3980,51000FRV
R72 11502 0026,10000,29020,39020,8020,26610,34630,51000FRV
R72 11502 0027,11300,23370,34670,9260,62150,71410,51000FRV
R72 11502 0028,11900,27940,39840,10270,62500,72770,51000FRV
R72 11502 0029,21230,41970,63200,17730,57190,74920,51000FRV
R72 11502 0031,7820,19760,27580,6470,40120,46590,51000FRV
R72 11502 0032,13160,57310,70470,12800,47740,60540,C7000000
R72 11502 0033,13160,50300,63460,12800,47740,60540,C7000000
R72 11502 0034,10500,28730,39230,8420,35050,43470,51000FRV
R72 11502 0035,10500,21780,32280,8420,21830,30250,51000FRV
R72 11502 0036,10500,18260,28760,8420,23600,32020,51000FRV
R72 11502 0037,10500,19350,29850,8420,14570,22990,51000FRV
R72 11502 0038,10500,35840,46340,8420,16680,25100,51000FRV
R72 11502 0039,10500,35330,45830,4230,0,4230,51000FRV
R72 11502 0040,10500,24210,34710,8420,5130,13550,51000FRV
R72 11502 0041,10500,16740,27240,8420,37110,45530,51000FRV
R72 11502 0042,4850,0,4850,3510,0,3510,51000FRV
R72 11502 0043,57450,14140,71590,52810,45000,97810,C7000000
R72 11502 0048,24820,0,24820,25340,0,25340,C7000000
R72 11502 0053,10500,30740,41240,8420,60870,69290,51000FRV
R72 11502 0054,11040,21960,33000,8420,28780,37200,51000FRV
R72 11502 0055,10500,37500,48000,3810,0,3810,51000FRV
R72 11502 0056,10600,22650,33250,8550,19580,28130,51000FRV
R72 11502 0057,10500,25970,36470,8420,19020,27440,51000FRV
R72 11502 0058,10500,27300,37800,8420,24560,32980,51000FRV
R72 11502 0059,5250,0,5250,3810,0,3810,51000FRV
R72 11502 0060,6120,26580,32700,8420,28240,36660,51000FRV
R72 11502 0061,10500,45010,55510,8420,33120,41540,51000FRV
R72 11502 0062,10500,27280,37780,8420,34030,42450,51000FRV
R72 11502 0063,12080,34140,46220,9750,32470,42220,51000FRV
R72 11502 0065,14180,31300,45480,11520,26150,37670,51000FRV
R72 11502 0067,10500,29050,39550,3810,0,3810,51000FRV
R72 11502 0068,10500,0,10500,4230,0,4230,51000FRV
R72 11502 0069,10500,23090,33590,8420,23920,32340,51000FRV
R72 11502 0070,10500,23580,34080,8420,21220,29640,51000FRV
R72 11502 0071,10500,28170,38670,8420,18520,26940,51000FRV
R72 11502 0072,10500,29080,39580,8420,22440,30860,51000FRV
R72 11502 0073,10500,30590,41090,8420,25710,34130,51000FRV
R72 11502 0074,10500,32690,43190,8420,33680,42100,51000FRV
R72 11502 0075,10500,41370,51870,8420,39120,47540,51000FRV
R72 11502 0076,10500,40210,50710,8420,39270,47690,51000FRV
R72 11502 0077,10890,30450,41340,8750,33530,42280,51000FRV
R72 11502 0078,10400,25850,36250,8350,38900,47250,51000FRV
R72 11502 0080,11040,21960,33000,8420,29180,37600,51000FRV
R72 11502 0081,10500,21000,31500,8420,28490,36910,51000FRV
R72 11502 0082,10500,31160,41660,8420,24470,32890,51000FRV
R72 11502 0083,10500,25740,36240,4230,0,4230,51000FRV
R72 11502 0084,11040,21960,33000,8420,27800,36220,51000FRV
R72 11502 0085,10500,16270,26770,8420,15400,23820,51000FRV
R72 11502 0086,10500,27930,38430,8420,30640,39060,51000FRV
R72 11502 0087,10500,32630,43130,8420,25960,34380,51000FRV
R72 11502 0088,10500,32210,42710,8420,17760,26180,51000FRV
R72 11502 0089,5250,0,5250,3810,0,3810,51000FRV
R72 11502 0090,11040,21960,33000,8420,29390,37810,51000FRV
R72 11502 0091,10500,23880,34380,8420,16430,24850,51000FRV
R72 11502 0092,10500,29230,39730,8420,20860,29280,51000FRV
R72 11502 0093,10500,27100,37600,8420,19330,27750,51000FRV
R72 11502 0094,10500,24490,34990,8420,10230,18650,51000FRV
R72 11502 0095,9280,26530,35810,7420,17450,24870,51000FRV
R72 11502 0099,!,!,!
R72 11502 0101,7200,26580,33780,9200,27600,36800,51000FRV
R72 11502 0102,8160,26580,34740,12000,25410,37410,51000FRV
R72 11503 0001,12250,40590,52840,8820,40290,49110,52000DVT
R72 11503 0002,11880,40380,52260,8520,32110,40630,52000DVT
R72 11503 0003,11880,34910,46790,8520,31360,39880,52000DVT
R72 11503 0004,11880,34750,46630,8520,38170,46690,52000DVT
R72 11503 0005,11880,45210,57090,8520,37160,45680,52000DVT
R72 11503 0006,11880,27790,39670,8520,31790,40310,52000DVT
R72 11503 0007,11880,42830,54710,8520,34880,43400,52000DVT
R72 11503 0008,11880,40990,52870,8520,38310,46830,52000DVT
R72 11503 0009,12250,35740,47990,8820,34550,43370,52000DVT
R72 11503 0010,12250,41640,53890,8820,34930,43750,52000DVT
R72 11503 0011,11880,42760,54640,8520,39570,48090,52000DVT
R72 11503 0012,11880,38860,50740,8520,35560,44080,52000DVT
R72 11503 0013,11880,35700,47580,8520,36620,45140,52000DVT
R72 11503 0014,11880,42270,54150,8520,45530,54050,52000DVT
R72 11503 0015,11880,41750,53630,8520,38250,46770,52000DVT
R72 11503 0016,11880,36550,48430,8520,47860,56380,52000DVT
R72 11503 0017,11880,33290,45170,8520,40350,48870,52000DVT
R72 11503 0018,2020,0,2020,1390,0,1390,52000DVT
R72 11503 0019,11500,39940,51440,8220,38950,47170,52000DVT
R72 11503 0020,11750,36290,48040,8420,64120,72540,52000FRV
R72 11503 0022,11250,21660,32910,8020,44720,52740,52000FRV
R72 11503 0023,11500,27570,39070,8220,24200,32420,52000FRV
R72 11503 0024,4380,0,4380,2750,0,2750,52000FRV
R72 11503 0025,11750,29040,40790,8390,40700,49090,52000FRV
R72 11503 0026,12790,28970,41760,9120,48930,58050,52000FRV
R72 11503 0027,5000,0,5000,3240,0,3240,52000FRV
R72 11503 0028,18260,52640,70900,10120,41850,51970,52000FRV
R72 11503 0029,13350,43980,57330,8470,49270,57740,52000FRV
R72 11503 0030,13000,47450,60450,8350,42740,51090,52000FRV
R72 11503 0031,14880,69350,84230,8980,48560,57540,52000FRV
R72 11503 0032,16380,53140,69520,9490,47160,56650,52000FRV
R72 11503 0033,12750,49020,61770,8270,42220,50490,52000FRV
R72 11503 0034,11520,2240,13760,11760,2890,14650,C7000000
R72 11503 0035,12750,46020,58770,9280,46810,56090,52000FRV
R72 11503 0036,11040,24080,35120,7850,54220,62070,52000FRV
R72 11503 0037,22620,82140,104760,23100,87880,110980,C7000000
R72 11503 0038,12620,38310,50930,9130,40930,50060,52000DVT
R72 11503 0039,15510,54650,70160,10910,55220,66130,52000DVT
R72 11503 0040,12440,38560,51000,8870,49870,58740,52000DVT
R72 11503 0041,20620,55920,76540,11360,8540,19900,52000DVT
R72 11503 0043,5250,0,5250,3360,0,3360,52000DVT
R72 11503 0044,12380,38580,50960,8900,44370,53270,52000DVT
R72 11503 0045,14630,40210,54840,8900,32130,41030,52000DVT
R72 11503 0046,16380,44690,61070,9490,43080,52570,52000DVT
R72 11503 0047,13640,57750,71390,9930,76260,86190,52000DVT
R72 11503 0048,12630,38660,51290,9150,42950,52100,52000DVT
R72 11503 0049,12750,47660,60410,9190,54510,63700,52000DVT
R72 11503 0050,6380,0,6380,4160,0,4160,52000DVT
R72 11503 0051,14280,35440,49720,10440,41890,52330,52000DVT
R72 11503 0054,4330,0,4330,3020,4070,7090,52000FRV
R72 11503 0055,960,0,960,960,0,960,52000FRV
R72 11503 0056,12130,29940,42070,8720,45370,54090,52000FRV
R72 11504 0020,16390,0,16390,15730,0,15730,C7000000
R72 11504 0021,14380,0,14380,13800,0,13800,C7000000
R72 11504 0022,14380,0,14380,13800,0,13800,C7000000
R72 11504 0023,13510,0,13510,13800,0,13800,C7000000
R72 11504 0024,13630,0,13630,13920,0,13920,C7000000
R72 11504 0025,40890,138000,178890,41760,136380,178140,C7000000
R72 11504 0028,16450,156810,173260,16000,53710,69710,C7000000
